state,timestamp,new_votes,votes_biden
Pennsylvania (EV: 20),2020-11-05 02:19:13.643,440,0.0
Pennsylvania (EV: 20),2020-11-05 02:03:34.937,9413,6571.0
Pennsylvania (EV: 20),2020-11-05 01:21:51.237,10590,7523.0
Pennsylvania (EV: 20),2020-11-05 01:07:02.270,5612,4501.0
Pennsylvania (EV: 20),2020-11-05 01:02:56.314,217,150.0
Pennsylvania (EV: 20),2020-11-05 00:55:32.963,24511,16481.0
Pennsylvania (EV: 20),2020-11-05 00:44:49.776,77985,56190.0
Pennsylvania (EV: 20),2020-11-05 00:16:49.306,19381,14831.0
Pennsylvania (EV: 20),2020-11-04 23:49:45.306,21097,15629.0
Pennsylvania (EV: 20),2020-11-04 23:41:34.119,3360,1395.0
Pennsylvania (EV: 20),2020-11-04 23:28:04.977,3197,2141.0
Pennsylvania (EV: 20),2020-11-04 23:24:27.309,2190,1043.0
Pennsylvania (EV: 20),2020-11-04 23:16:40.259,4579,3400.0
Pennsylvania (EV: 20),2020-11-04 23:14:43.498,17642,12939.0
Pennsylvania (EV: 20),2020-11-04 23:01:02.939,27630,21264.0
Pennsylvania (EV: 20),2020-11-04 22:54:27.393,1365,780.0
Pennsylvania (EV: 20),2020-11-04 22:44:27.984,16361,12726.0
Pennsylvania (EV: 20),2020-11-04 22:38:48.872,10527,6231.0
Pennsylvania (EV: 20),2020-11-04 22:21:41.452,2306,0.0
Pennsylvania (EV: 20),2020-11-04 22:20:14.083,0,0.0
Pennsylvania (EV: 20),2020-11-04 22:19:33.085,7256,5480.0
Pennsylvania (EV: 20),2020-11-04 22:12:35.528,2056,892.0
Pennsylvania (EV: 20),2020-11-04 22:07:35.013,0,0.0
Pennsylvania (EV: 20),2020-11-04 22:04:57.073,21949,16656.0
Pennsylvania (EV: 20),2020-11-04 21:45:43.150,3278,1882.0
Pennsylvania (EV: 20),2020-11-04 21:41:50.861,887,472.0
Pennsylvania (EV: 20),2020-11-04 21:29:17.571,27598,22723.0
Pennsylvania (EV: 20),2020-11-04 21:21:34.232,23395,14646.0
Pennsylvania (EV: 20),2020-11-04 21:04:05.680,12427,9370.0
Pennsylvania (EV: 20),2020-11-04 20:58:39.936,8760,6479.0
Pennsylvania (EV: 20),2020-11-04 20:53:17.620,5527,4067.0
Pennsylvania (EV: 20),2020-11-04 20:48:16.492,24654,24654.0
Pennsylvania (EV: 20),2020-11-04 20:37:49.641,15540,12428.0
Pennsylvania (EV: 20),2020-11-04 20:23:38.149,16214,13054.0
Pennsylvania (EV: 20),2020-11-04 20:14:42.157,31489,28075.0
Pennsylvania (EV: 20),2020-11-04 20:10:29.212,28498,19860.0
Pennsylvania (EV: 20),2020-11-04 20:06:10.353,197,112.0
Pennsylvania (EV: 20),2020-11-04 20:03:16.371,23686,18157.0
Pennsylvania (EV: 20),2020-11-04 19:47:46.988,6879,5395.0
Pennsylvania (EV: 20),2020-11-04 19:44:32.496,14117,10598.0
Pennsylvania (EV: 20),2020-11-04 19:33:35.022,134,24.0
Pennsylvania (EV: 20),2020-11-04 19:17:39.759,10555,6710.0
Pennsylvania (EV: 20),2020-11-04 19:13:03.482,4397,3111.0
Pennsylvania (EV: 20),2020-11-04 18:56:14.325,494,315.0
Pennsylvania (EV: 20),2020-11-04 18:40:57.265,1700,979.0
Pennsylvania (EV: 20),2020-11-04 18:23:27.249,4754,3675.0
Pennsylvania (EV: 20),2020-11-04 18:15:15.698,4780,3810.0
Pennsylvania (EV: 20),2020-11-04 17:44:28.196,10854,6989.0
Pennsylvania (EV: 20),2020-11-04 17:41:18.740,155,93.0
Pennsylvania (EV: 20),2020-11-04 17:24:40.785,219,109.0
Pennsylvania (EV: 20),2020-11-04 17:16:47.676,35680,27747.0
Pennsylvania (EV: 20),2020-11-04 17:04:21.985,15217,11016.0
Pennsylvania (EV: 20),2020-11-04 16:52:58.575,30,16.0
Pennsylvania (EV: 20),2020-11-04 16:45:02.187,13349,9590.0
Pennsylvania (EV: 20),2020-11-04 16:41:26.635,20482,14163.0
Pennsylvania (EV: 20),2020-11-04 16:32:53.805,6321,3309.0
Pennsylvania (EV: 20),2020-11-04 16:25:01.960,33898,27696.0
Pennsylvania (EV: 20),2020-11-04 16:12:53.458,15030,10750.0
Pennsylvania (EV: 20),2020-11-04 16:03:50.679,556,282.0
Pennsylvania (EV: 20),2020-11-04 16:01:30.816,4467,2686.0
Pennsylvania (EV: 20),2020-11-04 15:52:05.608,2761,2027.0
Pennsylvania (EV: 20),2020-11-04 15:41:34.720,82554,44927.0
Pennsylvania (EV: 20),2020-11-04 15:25:43.020,44605,41254.0
Pennsylvania (EV: 20),2020-11-04 15:17:08.834,4275,2998.0
Pennsylvania (EV: 20),2020-11-04 14:56:08.718,88,52.0
Pennsylvania (EV: 20),2020-11-04 14:32:18.760,39561,33228.0
Pennsylvania (EV: 20),2020-11-04 14:23:44.006,4580,3681.0
Pennsylvania (EV: 20),2020-11-04 13:28:22.084,0,0.0
